inv_nr,page,chunk_id,similarity,text,verantwoording
9221,NL-HaNA_1.04.02_9221_0156.xml,0,0.5447427332401276,"1719. voor den raad van Justitie aldaar in persoon gedagvaart en tegens haar gevange geconcludeert dat zij zoude werden gecondemneert tegaan in Corporeele apprehensie buijten acces, ende verder dat zij per verbuin Credit vel non geregtelijk zoude hebben te antwoorden op zoodanige articulen als hij fiscaal nevens zijnen Eijsch heeft overgelegt, en zulx over en ter zaake sij gevange haar niet zoude ontsien hebben de afgoden dienst van duijvels vanderije in haar huijsinge te doen prepareeren en te verrigten, en boven dien het duijvels gruwel stuck van assassinaat in het werk te stellen, om door vergift haar Eijgen schoon soon Ian Croef Equipagie meester tot gaale te vergeven, en ten dien fine corruptie zoude gedaan hebben. welken provisionelen Eijsch bij vonnisse van den raad van Justitie tot gaale voorsz op den 12en Januarij 1720. als in formeel ontsegt, dog hem fiscaal vrij gelaeten zijnde, indien hij mogte vermeenen Eenige actie tot Laste van de gevange te hebben, haar in een ordinaris","De tekst is relevant voor de vraag omdat het een voorbeeld geeft van een rechtszaak in de 18e eeuw waarin een vrouw wordt berecht voor ernstige delicten, waaronder afgodendienst en een poging tot moord."
9221,NL-HaNA_1.04.02_9221_0322.xml,0,0.5396516919136047,"wegens de aanhalinge van de voors specerijen hier bovenwaarts breder ter nedergestelt, dat de menschelijke stoutheijt tot die hoogte gesteijgert is dat bij kans geene straffen bequaam zijn om haar van misdaden afteschricken, immers blijkt daar uijt volkomen dat die swaare en exemplaire straffe op den 25.' april 1722. alhier aan een groot getal misdadigers over diergelijke verfoeijlyjken morhandel in specerijen geoeffend, uijt de gemoederen vande menschen schijnt uijtgemist, en vermogen te sijn vervolgens hebben wij ten zelven dage namentlijk op den 25' gugs alhier drie Zeijlmaekers en een matroos die haar zelven door het openen van het dak der Zeijlmaekers winkel op des EEComps Equipagie werff aan diverije haeden schuldig gemaakt, publijk aan den Lijve doen Executeeren. Eijndelijk kunnen wij niet nalaten uw Ede hoog agtb bij desen nog ter kennisse te brengen dat op den 15' deser Lopende maand novembr door de bediendens van den advocaat fiscaal buijtende boom deser steede agter het alda","De tekst is relevant voor de vraag omdat het een voorbeeld geeft van misdaden (in dit geval smokkel van specerijen en inbraak) en de daaropvolgende berechting in de 18e eeuw, hoewel het niet specifiek vermeldt of de daders vrouwen waren."
9221,NL-HaNA_1.04.02_9221_0132.xml,0,0.5282680988311768,"Bevendregt volgens zijn seggen, aan sijn Edelheijt den "" nu hoog Edelen heere gouverneur generaal "" korts geleden ter handen gestelt is, om daar op haar Ho Edelens goedvinden afte wagten Jtem dat den Landdrost der bataviase ommelanden sedert de maand october des voorleden Jaers, en vervolgens op verscheijden tijden en plaatsen, agterhaelt hebbende een goede quatiteijt zoo garioffel nagelen als noten muscaten, ten deele beugsaam, en ten deele, in de aerde begraven e geweest, en bedurven, voorm officier over dien mors"" ""handel in specerijen op vehemente suspicien, in 's heeren boeijen heeft doen Confineren een getal van negentien Jnlanders, waar onder drie vrouws persoonen, en daer over tegens deselve voor den E geregte deser stede proces gemaakt, mitsgaders dat in de maand septemb uijt de Confessie van twee der sijnde gebleken, dat in dien morshandel voorsz gevns met de voorsz inlanders zouden hebben getrempeert ver"" ""scheijden 'sComps dienaren, hij vervolgens daer over nog heeft dien a",De tekst is relevant voor de vraag omdat het melding maakt van drie vrouwen die zijn gearresteerd en berecht voor hun betrokkenheid bij illegale handel in specerijen.
9221,NL-HaNA_1.04.02_9221_0371.xml,2,0.5228905975818634,gecondemneert agter het stadhuijs alhier strengelijk gelaerst en pr eerste bequaeme gelegentht voor —,"De tekst is relevant voor de vraag omdat het suggereert dat een vrouw is veroordeeld en gestraft, wat impliceert dat ze berecht is voor een bepaald delict."
9221,NL-HaNA_1.04.02_9221_0208.xml,0,0.5167585611343384,"verte. De Generale vreede, alle 'sheeren gevangens over gepleegde dieverije in 'sComps buscruijt, zijn bij sententie van den 25en april deses Jaars de twee Eerstgen met de koorde aan de golge ter dood gestraft, met Confiscatie van de helfte van alle haare goederen en tegoet hebbende maandgelden om â ust verdeelt te werden, vervolgens den gevangen Marcus Fransz van amersfoort met Een strop om den hals onder de galge te pronk gestelt, en voorts benevens de gevangens Bartholomeus grondijs en arend Willemsz, ijder strengelijck gegeesselt en gebrandmerkt, mitsgaders in de ketting geklonken, omme daar in den gev Marcus Fransz voor vijftien, en de twee andere voor thien agter een volgende Jaaren aan 's Comps gemeene werken te arbeijden en gebannen te blijven, wijders de drie Laastgen gevangens gecondemneert ijder in solidum in de vergoedinge van het gestoolen en vermiste buscruijt ter taxatie van de Edle Hooge regeeringe deser Landen, mitsgaders alle de gevangens in de Costen en misen van Jus","De tekst is relevant voor de vraag omdat het een voorbeeld geeft van een rechtszaak in de 17e of 18e eeuw waarbij vrouwen mogelijk betrokken waren, gezien de verwijzing naar ""alle 'sheeren gevangens"" en de confiscatie van ""alle haare goederen"", wat suggereert dat er ook vrouwelijke gevangenen waren."
9221,NL-HaNA_1.04.02_9221_0110.xml,1,0.5120276212692261,"ervolgens bij sententie van laastgem raade de dato 30' april daar aan de gev te gaan in besloote hegtenisse, gecondemneert mitsgads te antwoorden op zoodanige articulen als den voorm fiscael van wijnbergen haer",
9221,NL-HaNA_1.04.02_9221_0214.xml,1,0.510301798582077,"en gewelt aan te doen Zijnde daar over op den 18n Julij voormelt beijde de gevns gecondemneert ijder voor den tijd van drie halve daegen met Een mes boven 'thoofd aan het vierkant ind' ijsere Juffer geset, en den gev Willem Lanjouw daar en boven voor den tijd van veertien daegen in donckere gevankenisse op water en rijs geset, en voorts nevens den gev Hendrick Boerman strengelijk gelaarst, mitsgaders den gev Hendrick Boerman nog daar en boven in de ketting geklonken te werden omme daar in den tijd van drie Jaaren op het Eijland Rosingain in Banda aan 'sComps gemeene werken zonder Loon te arbeijden en gebannen te blijven Willem de Graaff van Dantsig. scheepskok ten diens te der EComp en bescheijden geweest op het Jagt d' uijno 'sheeren gev Js mede op voorsz 18' Julij over dat zoude getragt hebben zig zelve te verdrinken, geordonneert met Een",
9221,NL-HaNA_1.04.02_9221_0315.xml,0,0.5099140703678131,"Erreur welkx ereur dan gecorigeert eijnde is de gedaagdesex Kieltje Koeck alleen vande versending haar bij voorige sententie opgelegt ontheft, en in steede van dien benevens de gedaagdesse Helena Hakelaer gecondemneert ijder in solidum mits de Eene voldoende de andere bevrijt zal blijven en behoudens haar guarand op Elkanderen in een boete van agt duijsent rd te appliceeren de Eene helfte voor de diaconij armen deser stede en de andere helfte voor den Landdrost Godefridus Bogaert wijders deselve sententie zoo ten opsigte van haar Neeltje koeps als generaalijk vande andere gedaagdens geapprobeert naa zijne forme en verderen intoude en is vervolgens door onsen secretaris wegens het rendement vande aangehaalde en geconfisqueerde packen Lijwaeten en kisten amphioen een reecq van verdeeling op gemaakt als wanneer doen bevonden wierd waa aftreck van alle ongelden de ECompe suijver toe tecomen Eene Zomma van Eex duijsent agt hondert rds en agtien stuijvers die ook behoorlijke cassa getelt zij",
9221,NL-HaNA_1.04.02_9221_0044.xml,1,0.5065187811851501,"n Een amende van Vier Honderd Rds de Bene helft voor den armen en de andere helft pro fisco C E — over welke twee Instantien den Raad van Iustitie tot gale voorsz Regt Doende heeft den ged ten Respecte van de voormelde schandige Calumnieu op den voorsz 31e december gecondemneert, in Judicio met opene deuren, God, de hooge overigheijt, ende Iustitie om vergiffenisse tebidden, onder betuijginge van berouw en leetwesen de voorsz Calummieuse Expressien met Eijgen hande te Roijeren, voorts drie dagen te water en rijs in donckere gevankenisse geset te worden, en in Een amende van Een Honderd rxs, de Eene helft voor den armen en de andere helft profisco mitsgads",
9221,NL-HaNA_1.04.02_9221_0110.xml,0,0.5059240162372589,"de afgoden dienst van duijpels banderije in haer huijsinge te doen prepareren en te verrigten en boven dien het duijvels gruwel stuck van ""om door assassinaat in 't werk te stellen vergift haar Equipagiemeestr eijgen schoon soon Jan Croef tot gale te vergeven, en ten dien fine corruptie zoude gedaan hebben. welken provisionelen eijsch bij vonnisse van den raad van Justitie tot gaale voorsz op den 12' Januarij deses Jaars als in formeel, ontsegt. dog hem fiscael vrij gelaten zijnde, indien hij mogte vermeenen Eenige actie tot Laste van de gevn te hebben, Haar in een ordinaris proces te betrecken, en zulx op eijgen Ribico te ondernemen. mitsgads van welk vonnis den voorn fiscael van wijnbergen op den 9' maert deses Jaars bij den raad van Justitie op Colombo in appel geadmitteert zijnde, is vervolgens bij sententie van laastgem raade de dato 30' april daar aan de gev te gaan in besloote hegtenisse, gecondemneert mitsgads te antwoorden op zoodanige articulen als den voorm fiscael van wijnb",
