inv_nr,page,chunk_id,similarity,text,verantwoording
1274,NL-HaNA_1.04.02_1274_0835.xml,2,0.4095105528831482,"ederlanders als swarte (daer ook noijt geen distincte aenteeckeningh van gehouden is) hadde gekocht, Immers soo notoire contra Maxime vande E Compagnie en een bewijs van— vuijle handelingen. Wij hebben dan op alles nu 388 sulck sijnde, anten— ers houden tien te gte de den ge aer de id neer ragte tot ge trocken is twee tem, cken varen aer elt gnie eraken rd, r en omde rams adien en","De tekst is relevant omdat het verwijst naar de aankoop van 'swarte' (mogelijk een verwijzing naar tot slaafgemaakten) door Nederlanders, wat een indicatie kan geven over de omstandigheden en behandeling van tot slaafgemaakten in de VOC-tijd."
1274,NL-HaNA_1.04.02_1274_0310.xml,0,0.40857601165771484,"der zielen die doenmaels in de stadt haer onthielden en onder des E. . comps gehoorsaemheijt begaeven waerom haer dezelve vrijheijt soo openbaer is ver"" ""gundt het geene nu een ander insicht heeft, wel is waer dat oock verscheijde huijsgesinnen bij de Neder ""landers in woonen dat het genoemde getal soude vergrooten, maer dewijl die inwooningen afhangen aende goede wil der geaer die de huijsen Eijgen sijn can hiet daer nu oock weder op houden sonder de re"" ""geringh, te raecken, dat groot getal menschen alsoo van tijt tot tijt ter stadt uijt geraeckt heeft sich over geheel malabaer ter neder geseth soo wel in vrundt als vijanden landen, alwaer deselve in groote armoede en oock ongesonderheijt levende, veel quaet doen, en meede van die landsaten moeten lijden, hier over vallen vele bedenckingen om voor de zelve op terechten Een Dorp of plaetse waer sij haer conden te saemen ver¬ ""gaederen en bij een woonen, doch dewijl daer veel aen vast schijndt te zijn, en oock nae sich te sleepen een g","Deze tekst is relevant voor de vraag omdat het inzicht geeft in de leefomstandigheden en ervaringen van mensen die onder de controle van de VOC leefden, wat mogelijk kan worden geïnterpreteerd als een vorm van slavernij, gezien hun afhankelijkheid en onderwerping aan de wil van de Nederlanders."
1274,NL-HaNA_1.04.02_1274_0125.xml,1,0.40710699558258057," chittijs buijten de stadt op de naeste veltposten, en selfs — uijt de slaven van d E Compe eeniga — caffers gewapent bij ons leger op Bourbevelw of Hangwelle to velde soo dat het schier alles voor den oorlogh stil stond","De tekst is relevant omdat het informatie geeft over de inzet van tot slaafgemaakten in militaire context, wat een aspect is van hun leven onder de VOC."
1274,NL-HaNA_1.04.02_1274_0769.xml,0,0.4056662917137146,"361 dan selfs dE Comp""e, dat hij sig niet ontsiet selfs op te coopen Christen slaven, niet op sijn naem, maer op de naem van anderen ende selfs oock de transporten, daar aff op anderen lieden namen, zijnde Christenen doet schrijven en verlijden, dat oock alle de werelt bekent is, dat hij bij tijden vande portugeesen veel schuldigh is geweest, ende met 't verdrijven vande portugeesen van hier in 't besit van die leenen is gebleven waar door hij wel principaal in dat vermogen is geraect dat hij nu heeft, verclaren nogh gelijck oock alle de werelt bekent is dat hij de maijoraels en Inwoonders van tlant perst en dwingt, menschen en beesten tot sijn dienst te stellen, om zijn landen en Zaijvelden te bebouwen, beploegen, en cultiveeren, ende bij geval ijmand daer toe onwilligh zijnde, hij deselve egter met dreijgementen egter daar toe weet te dispone ""ren, sonder dat evenwel ijemand de — Couragie oijt heeft gehadt eenige Clagten daer Iegens te doen / zijnde hij oock alhier (so hij sigh, jnst","De tekst is relevant voor de vraag omdat het inzicht geeft in de dwangarbeid en onderdrukking die tot slaafgemaakten ondergingen, zoals het gedwongen landbouwwerk en de angstcultuur die voorkwam dat ze klachten indienden."
1274,NL-HaNA_1.04.02_1274_0980.xml,1,0.4052070379257202,"igen dage met een geheele slaeffscle, en diepe vernederinge, gelijck die landaere gewoon is, op gedragen hebben, met expresse bij voeginga (gelijck oock aenteeckening daar van gedaen is) seer wel te weeten, dat den Candise Coning d'E Comp ingeruijmt, ende geschoncken hadde, alle de landen van battacaloa en Cotjaer, wij hebben dese— hooffden op haar gants ernstich versoeck mede moeten toestaan (gelijck ons dogt de nootwendigheijt der tijden ""sulcx vereijsten ) drin poincten, het eerste, dat wij haer geen gewelt souden doen, omtrent hare religin, maer haer toelaten, haer heijdense pagooden dienst onverled, het v=rn.","Deze tekst is relevant voor de vraag omdat het inzicht geeft in de levensomstandigheden en behandeling van tot slaafgemaakten, inclusief hun religieuze vrijheden, in de vroeg-koloniale periode in Azië onder de VOC."
1274,NL-HaNA_1.04.02_1274_1722.xml,0,0.4023315906524658,"vande swarten die hetweerts overgebracht worden van Ilpendam van verscheijde swarten sonder Consent werden gepleeckt, derselver meesters te doen betaelen, 't gene sij voor derselven transport en Costgelt volgens het reglement daervan wesende, schuldich sijn bestaedt in grote reden, soudende haer bovendien volgens het placcaet, twelck voort vertreck vande retoer"" schepen, hier telckens wort gepubliceert vrij swaerder Corectie mogen werden opgeleijt, Eenwonder datse soo stouter het selve overtreden, behorende Immer die waerschouwinge hun genoegh te wesen, wij en sullen ondertussen in geen gebreke blijven, doorden Water- fiscael naeuwe reckercke op dit stuck te laten doen, ten eijnde een Ider te min occagie moge hebben, om enige swarten te versteken./ Seer ongaerne hebben wij in u Ed. missive Pieter Pietersz van 26""en September 1669. gelesen hoe u Ed. niet als te wel en sijn ver"" genoegt, int gene die van Bengale hebben overgesz en gerapporteert nopende de saeke van Pieter Pietersz van Il",
1274,NL-HaNA_1.04.02_1274_1697.xml,0,0.4000951647758484,"Of inden salp. r handel wat sonderlings te doen sal vallen ofte niet, zal den tijd en ondervinding ook nogh nader moeten ondekken zeer hinderlijk tot die zaesie zijnde, datse schijnt zoo ruw alsse is te sullen moeten worden uijtgevoert 't welk beswaarde vragten maakt of datse door den arbeid van 's comp=s eijgen slaven tot ava. zoude moeten worden gesuijvert, waardoor daar op zeer groote omgelden zouden komen te vallen voor eerst zullende nodigh syn alvorens eens ware ervaring te hebben of 'er quantiteijts genoegh vandat ruwe goed te bekomen is en voor wat prijs ten nausten, al zou dan tot overhaling van dien een mael een scheepjen of tweee meer moeten van hier naar sierjang afgaan. Ook zyn althans op dese kust geen slaven te klrijgen Zo dat wij tot de andere ordinare diensten derlogien uwE mede dat nodige volk niet kunnen beschicken in plaats der oude Zieke en andersints gebrekkelijke aldaar nu zijnde. Des koning verlof tot den vrijen uijtvoer van salp.r zalmisschien meer schijns van ",
1274,NL-HaNA_1.04.02_1274_0153.xml,1,0.39606165885925293,"twoort toe gedient sijnde dat wij niemant van d'onse Conden dwingen dewijl alle onse lantsluijden vrij gebooren menschen waren, en dat niemant oock meer conde derwaerts gesonden werden soo lange ragia in soo 'twannigen gewoonte volharde soo e eecker x ijn thr ten iete e den uijt",
1274,NL-HaNA_1.04.02_1274_0322.xml,0,0.39580845832824707,"soo tijden derselver huijsgesinnen, vrouwen, en kinderen groot gebreck, durende dat kleijn onderhout niet langer dan sij op de wachten sijn, van waer thuijs gekomen moet haer cost soecken, 'twelck seer moeijelijk valt, want hun ambachten en neringen, die sij souden konnen doen moeten stil staen, en niet soo gereet weder aende gangh te helpen, daer mede haer huijs mogen onderhoud maeckende 'tselve een onwilligheijt van quaet gevolgh, en oock dat veel onbequaeme, en de armste menschen van hun capiteijnen daer toe werden genomen, niet buijten twijffel, of sij weten haer voordeel daer in te vinden, en door geschencken gunst en afgunst, die swaeren last te leggen op de gene, die se het minst bequaem sijn te draegen, waer uijt wij hebben bevonden te ontstaen, dat vele sulcke door ongedult met geweer en al van de wachten sijn afgeloopen, sonder dat wij groot recht souden hebben deselve te straffen, indien wij hun verontschuldigingh wilden plaets geven alles wat wij hebben vermocht, is niet be",
1274,NL-HaNA_1.04.02_1274_0768.xml,1,0.39280033111572266,"kheden, geweldenarijen als anders te clagen omtrent die gene daar 't betaamt, veel derven minijets tegens hem te ondernemen, dat hij ongelooflijck veel landerijen besith, ende meer slaven in dienst heeft, die te bearbeij dan",
1274,NL-HaNA_1.04.02_1274_1102.xml,0,0.39091384410858154,"toom te houden, dat niemant hart noch Couragia heeft over sijn behoorlijcheden, geweldenarijen als anders teclagen omtrent die geene daert betaamt, veel mijn jeets tegens derven hem te ondernemen. dat hij ongelooflijck veel landerijen besi ende meer slaven in dienst heeft, die te bearbeijden, dan selffs de E Comp dat hij sich niet ontsiet selfs op te coopen christen slaven, niet op zijn naem, maer op den naem van anderen, ende selffs oock de transporten, daer aff op andere. lieden namen zijnde christenen doet schrijven en verleijden dat oock alle de werelt bekent is, dat hij bij tijden vande portugesen veel schuldigh is geweest, ende met 't verdrijven vande portugeesen van hier in 't besit van die leenen is geble ""ven waer door hij wel principael in dat vermogen is geraeck dat hij nu heeft, verclaren noch gelijck oock alle de werelt bekent is, dat hij de majoraels en Inwoonders van 'tlant perst en dwingt, menschen, en beesten, tot zijn dienst te- stellen, om zijn landen en zaijvelden t",
1274,NL-HaNA_1.04.02_1274_0423.xml,1,0.3881126642227173,"nde dat den dootslager seeckerlijck diende gedoot 'tsij een jnlander, een hollander, ofte een hollander een jnlander om 't leven gebragt hadde, maar dat hij egter nu in dese bij eencomste sijnde met conde naarlaten te spreken voor twee soldaten inden ten elijc ck sijn werden, dat en uit aan gelever soo ligt in erberge de hem ren ende sij volgens tslager den Lin 200",
1274,NL-HaNA_1.04.02_1274_0124.xml,1,0.38673245906829834,"el hebben moeten schillen en vervolgens noch al eenige Jaren apparent sullen moeten doen, was te wenschen dat wij nigombo al volbont hadden zijnde door de voorjarige siecte en sterffwwel bij nae de helft vande volwassen Inwoonders vermindert soo dat het al",
1274,NL-HaNA_1.04.02_1274_1647.xml,1,0.38657522201538086,"der te becomen, verthoonende dat sij noijt gehoort hadden, datmen int Coninckrijck persien de passanten plundende & haar tot slaven maeckte Champaal was, dat hij haar niet vrij soude laten dan door last des Coninx, den Gouverneur tot vertroostinge der hollanders, op dit antwoort, sent haar naar Chammagie de geselthagt met een megh mondaar om haar met noodige te versorgen, ende teijde gaat tot de poort des weenelts toevlcht, en presenteert request wegens t saack, — ende soo mij bevoolen wort u te helpen, sal mijn best doen, — ende alsoo dese persoonen in Spahan gecomen sijn, en ons het gepasseerde verhaalt, sijn wij schuldich geweest, om u dit doen bekent te maken, ende alsoo wij van tijt tot tijt hebben ontfangen beleeftheden van dese poort die den hemel gelijck schijnt, wij verhoopen de continuatie daar van, soo it dat wij versoecken, dat soo danich mutch ti gebademneert werden, dat de voornoemde gevangens, ende goederen mogen vrij gestelt werden, om te vmeerderen de fram van u rechtv",
1274,NL-HaNA_1.04.02_1274_0734.xml,1,0.38646066188812256,wen vande Princesse nae het door een goede eenight te sullen volgen maer dewijl het een werck was soo verwart en ondercropen door de voornaemet van geheel mallabaer die oock geen 8 12VIE3 listen g 2 C 13 vo . p.,
1274,NL-HaNA_1.04.02_1274_1801.xml,1,0.3842957019805908,"eser om peper na mallabaer — vertrocken haest te voorschijn sullen comen. — Pieter in Pieter van banchem van Leijden ao. 1652 met 't hoff van Zelant uijtgevaren is na dat hij 30=en Iunij 1653 was gecondemneert tien Jaren in de ketting sonder gagie te arbeijden, den 24=en octobr daer aanvolgende op 't Iagt muijden sonder gagie geordonn=t mits dat hij daer hem behoorlijck Comporterend weder te versoecken soude hebben in vorige— qualiteijt en gagie herstelt te mogen werden gelijck",
1274,NL-HaNA_1.04.02_1274_0615.xml,0,0.3841831088066101,"voor 290 desen roover hadden van 's Comp=s contanten en waerdighte coopmansz in— gescheept, en daegs te vooren naer sualijs chom, en onse vrouwen naer sualij— ende als van provisie, waten en branthout (soo veel ons mogel was) vsien, doch warij in al dit woeden van Siwagie niet meer als 32 blancke coppen eijgen volck in onse Logie sterck, waer bij wij noch drije vrije luijden, op haer eijgen versouck, en aenbiedinge in namen, oock hadden noch 117 swarte pijons daer nevens in dienst aengenomen, en daermede hebben wij moeten afwachten al het gewelt, dat wij vandien roover alle uijren te gemoet sagen - maer wij hebben Gode Zijdanck) van dien woedenden hoop geene overlasten geleden, die wij anders met die weijnige blancke coppen genouchsaem alleen souden moeten naer ons— vmogen, afkeeren, of onte huijden soo duijr vercocht hebben als wij conden, om dat wij genoeg"" saem ondervonden, dat wij van die onwilligen blooden swarten hoop weijnich te vwachten — hadden, hebbende Sewagie daegs voor sij",
1274,NL-HaNA_1.04.02_1274_0535.xml,1,0.382352352142334," konnen wij voor als nogh niet weeten, alsoo se noch niet werden gelost, noch een./ s— eenige — welcke dier als de oonen 85""178""- ch nederig jangh die — kisserij comptant catoene bleven bij lange oopen uEd atto 343 — ons de petitie",
1274,NL-HaNA_1.04.02_1274_0270.xml,1,0.3812820315361023,"wee taelen wat gezeijt, en dat wij alhier van 's comps weegen onder dese vorsten draegen een groote naem van wie wij veelmael werden versocht tot hulpe in haer zaecken die sij in ons, als in een wit papier op 't schoonste weeten in te schrijven, soo gevalt het vel¬ ""mael dat wij kiesende parthij, met de soodanige een quade saeck drijven, en met geweldt daer mede door willen, werdende alsoo onse doolingh niet een gewaer, dan na dat wij tot onse meesters costen, leeren onse mis"" ""slach te bekennen, maer nademael daer uijt blijckt, meerder onckunde als bootheijt soo sijn wij echter— altijt aen dat gevaer vast, in alle nieuwe voorvallen bedroogen te worden, hoeveel nu d' E comp geleegen is aen de kennisse der innerlijcke malabaerse regee"" ""ringh, can daer door sijn bekendt dat in der zelver rust",
1274,NL-HaNA_1.04.02_1274_1623.xml,1,0.38024669885635376,"n sijn om voor d'E Compe te erlangen vrijheijt vanden — tol, tzij in tgeheel of voor een gedeelte, dan alsoo door sijne verhinderinge doenmaels denselven niet conde ontmoeten, maar uijtge= stelt wierde, soo heeft het door een accident aan mijn been becomen al eenige dagen langer getardeert als anders soude, onderwijln ise van den onderdel derwaarts giersenden, twee dagen daar naar geschiet, ende thols vrijheijt versocht, wie van den Bassiak ter— antwoorde ontsing, dat de vrijheden ten tijde van Hossen Bassiak genooten, als noch erlangen, ende d'E Comp=e boven alle Europianen in estime houden soude, doch dat het verminderen vanden thol niet aan hem, maar aan den Sulthaan, wiens toegepast eenige dagen daar naar wanneer hem ontmoetende, ende den bietvnager hem toegeschreven, overt mij van denselven - uijt wel bespeurde dat sulx niet soude te vercrijgen sijn, als bij nader vervolgh & minnelijcke instantie de ervarentheijt aanwees, selven niet soo veel vrijheijt dat van 11500 ponden peper a",
1274,NL-HaNA_1.04.02_1274_0186.xml,1,0.37986528873443604,elfs onsen ouden adigaer van mature met den dessave de Graeuwe het geheele verleeden saijsoen met andere gequalificeerde hoofden der Cingalesen en alle haer lascorijns wel tot 600 in 't getal op batticalo geweest hoedanige goetwillighijk de portugeesen noijt van haer gehadt hebben,
1274,NL-HaNA_1.04.02_1274_1657.xml,0,0.37924498319625854,"5 14500 stx rode als swarte berams 4000 d=os negroscheden 355 d=os commerbanden 1830 d=os swarte smalle bafta met goude hoofden. 1000 d=os swarte brede bafta met goude hoofden 1200 d=os 11600 d=os witte derria bonale bafta 530 dos Chits van sjalferchanij groote als cleene Capechindijs 175 d=os sjuna van brampour 4000 d=os patca, rouwe 1560 d=os swarte kannekijns, 1480 d=os madithier van brampour Droge medicinale en anders & 4350 lb methij, of grika 1550 lb galnoteij 16530 lb poetsjock 6280 lb witte comijn 900 lb Rasemale 3800 d=os linge 1725 d=os barnsteen 826500 d=os Taruw 11900 d=os caetchia 500 kisten zeep 1300 lb amplioen 5325 lb coliander 13800 lb jagera, of swarte suijcker 10000 Fos Chamer gom 2450 d=os ijspan van jnlandse scheepen, hebben dese natie voor desen een bodem vanden coopman miersje mosem gecocht, die sij naer haer voorgeven naer aetchijn sullen senden, en nu noch twee andere oude bodems in huijr, waer van het eene den laetsten der verleden maend met goede quantiteijt ",
1274,NL-HaNA_1.04.02_1274_0164.xml,1,0.37855058908462524,"vertoeven gehoorsamen, Toe grooten moeijten wij hebben aengewent om ons volcq weder tot ons uijt candij te krijgen, is ved=e Inde brieven desen Jare nae battavia gesz gebleecken, niet minder",
1274,NL-HaNA_1.04.02_1274_1623.xml,4,0.3784182667732239,"n alle Europianen is bewesen, maar op teerste aancomen werden de goederen en selven de kisten, soo wel van Europianen als andere aan landt gebracht sijnde gevisiteert, gelijck oock telckens de schuijten, wanneer van boort aan landt comen, ende van daar weder naar boort varen Bevoorens den thol was verpacht, heeft het mistrouwen dat den thols dienaren op den anderen schepte voorsaeckt, dat den dester=daar, sjah=bendaar en andere grooten vroegh inde morgen stont in onse wooning sijn gecomen, voorgevende den Bartiah bericht was, groote quantiteijt goederen gesloocken hadde, ende hoewel sij seijden het contrarie wetende, wij soodanige luijden niet waren, & oversulx tot verschooninge alles hadden bij gebracht, soo hadden sij den aanbrengen niet connen wederstaan, voor dat exact ondersouck was gedaan, dies versochten de Camer vanden ondercoopman hartzinck te mogen visiteren, ende alhoewel tstreckte tot affront & vachtinge, soo betuijgden wel dat d'E comp=e nergens soodanige ontmoetinge genoo",
1274,NL-HaNA_1.04.02_1274_0967.xml,0,0.37834829092025757,"450 456 ""12""""1""-4 zodanig te wesen, en mijn gevoelen met dat van haar Ede tot Batavia zoo strijdig is, zoo is mij dus doende onder dese regeeringe doch geen rust, daar ik God zoo menigmael om bidde, — maar veel eer mijn ruine gebooren, die ik na de wet der natuire schuldig ben voor mijn, mijn huijsvrouw, kinderen, en lieve bloet verwanten te voorkomen, uEde gelieven mijn vrijheijt met de oogen van haar gewoone goedertierenheijt aan te zien, want zij komen uijt den grond des herten, jae ik zoude mij zelven noijt satisfactie ('t welk nochtans de volmaakste gerustheijt is) konnen geven, zoo ik niet stantvastig in mijn besluijt bleeff volharden, want 'k heb om 't gemeene best alles gedaan, en geleden wat mij mogelijk geweest is, en een eerlijk man betamen kan Ingevalle ik 't verleden jaar nae malabaer had— mogen, off derven vertrecken, zoo werd bij niemand die kennisse van saken heeft, getwijffelt ofte 't werk vanden Sammorijn was met reputatie volbragt, en afgeleijt geweest, gelijk de gem",
1274,NL-HaNA_1.04.02_1274_0830.xml,2,0.37587976455688477,"ers dat de Engelse, naer alle apparentie, voor hadden mede een scheeps— ladingh van suijckeren, van hier derwaerts te senden, als de nevensgaende Copias uwe Ede konnen -",
1274,NL-HaNA_1.04.02_1274_0837.xml,2,0.3749769330024719,"de gehadt hebben, dan clagten van onderwigten buijten dit district te verhoeden, doch mene, dat sulcken swaren als en doch meer geval"" bazaer ran¬ rwegen gh pin of gen, r is tuira strict er erdi trou ougen ijder en in Zijde Z et v",
1274,NL-HaNA_1.04.02_1274_0462.xml,1,0.37468427419662476,"ren, ende dat (als deselve genoegsaem vee, ende andere eetwaeren, tot onderhout van 's Comp=s dienaren, volgens haere beloften, voor gereguleerden prijse aenbrengen en leveren) geen koebeesten vande haere (maer wel die bij d'onse sullen zijn gecocht ende gevoet) sullen werden gedoot",
1274,NL-HaNA_1.04.02_1274_0999.xml,1,0.3741949200630188," hem in 't hoff plagten te dienen, bij hem laet comen. maer hout deselve voor andere digt en seecker bewaere gelijck hij oock voorvast en seecker hield, dat — ingevalle wij met eenige magt quamen op te trecken, dat niet alleen tandij, maer 't geheele land ons soude toevallen, de maniere van Ehagias leven voor hem in 't particulier was niet beter dan zijn regeering, zijnde meest gestadich, en alle nagten soo beestagtig droncken, dat hij schandelijck versoopen op 't bedde lagh,— soo met veel wijven rond som hem, din met namassen en andere knoffelerijen hem (als de kinderen) doudeijnden en soo ijmand deser Wijven hem ergens eenich ongemack aendeden, most terstont vermoort werden gelijck op die wijse groot getal deser miserabele wijven daer onder eenige portugese mistice vrouwen— gedoot.",
