filename,text
NL-HaNA_1.04.02_8121_0001.xml,
NL-HaNA_1.04.02_8121_0002.xml,
NL-HaNA_1.04.02_8121_0003.xml,"Wr. Room
No. 11.
Brieven, en
Resolutien
E
vree
Van
Ternaten
Anno 1751:
Princes Carolina
voorz
entbe a"
NL-HaNA_1.04.02_8121_0004.xml,
NL-HaNA_1.04.02_8121_0005.xml,"563
Ternaten.
Ao 1731.
Register der papieren - - -
Missive door den Gouverneuren Directeur Jan Elias van Mij„
„lendonk en raad tot Ternaten aan haar hoog
Ed=s Gecarteert in dato 12: Junij J:o Verweken
Register der Papieren
Missive door den Gouvern=r en raad tot Ternaten aan haar hoog Edelens
Geconsigneert dato 20:' Julij 1751. - - - - - - - „
Maleijdse en translaat Neder & missive aan haar hoog Edelhee„
„dens door 't Bouromaros Koningje
g'addresseert - - - - - - - - - - - „
Copia Resolutien Genomen in politicquen raad van Molucco
beginnende met den 14: Aug:s voorleeden en
eijndigende met den 19: Iulij deeses Jaars. „
Register der papieren
-
––– – – – –– – –- – „
missive door den Gouverneur en raad tot Ternaaten aan haar Ed:s gebz:
Copia Resol: Genomen in rade van Politie tot Ternaaten beginnende
den 27:' Julij Jongstleeden en eijndigende den
ged:t 15:' 7ber - - - - - - - - - - - - „
11:' Jber: Daar aan - - - - - - - „
Copianthaleidse missive door den Coning van Ternaaten aan zijn hoog Edel„
„heid g'addresseert - - - - - - - - - „
d=o _:o _:o door evengenoemden Coning en rijxgrooten aan
haar Edelens - - - - - - - - - „
d:n _:o _:o door den Coning en Rijxgrooten Van Tidor aan als
even Geconsigneert - - - - - - - - „
D:o _:o _:o door den Coning en rijxgrooten tot Batchian aan
haar hoog Ed:s g'addresseert -- - - - -
_:o _:o _:o Door den Coning en rijxgrooten tot Tidor aan
als even - - - - - - - - - - -
_„ _:o _:o door den Prins tot Tidor Imhoff aan zijn Hoog„
„Edelheijd Geschreeven - - - - - - - - „
591565
van
Register van alle soodanige
Papieren als in deese staan ingesch: en
Successive ontfangen zijn
--
-
-- - -
„
33
1.
37
158.
153
565
673
674
677
679
681
685
„
Folio
6"
NL-HaNA_1.04.02_8121_0006.xml,
NL-HaNA_1.04.02_8121_0007.xml,
NL-HaNA_1.04.02_8121_0008.xml,
NL-HaNA_1.04.02_8121_0009.xml,"Ternaten Den 12 Iunij A„o 1751. —
Van
Papieren,
Register der
als er ter ordre van den E: E: agtbaaren heer.
Jan Elias van Mijlendonk.
Gouverneur en directeur benevens den
Raad deser molucoos, P=r het schip
Rust en werk van hier over Macas„
„ser naar Batavia werden versonden,
geconsigneerd en beschreeven Aan zijn
Hoog Edelheijt, den Hoog Edelen welge„
„booren groot Agtbaaren Heere
Jacob Mossel. —
Gouverneur Generaal, benevens de wel Ede„
„ Ee Heeren Readen van Nederlands Jndia.
B: Dit Register. —
N=o 1: Een origineele missive Gesz: door den Gouverneur en Raad
na
in molucco, aan opgem:e haar hoog Edelhe„
„dens ge satate heeden—
„ 2: Copia rapport wegens de Gedaane Cruijstogt naar de Cust
Van magindanauw en de Caringanijse Eijlanden
„ 3. — Een Copia resol: genomen in rade van politie tot Ternaten
de dato 27: Aug„s Anno passato. —
„ 4. twee p=s ondwerpen op de Ternaatsche Negotie boeken
„487
d'annis 17/49, en 17 7/50.
„ 5: — „ „ Rapporten der gedane Confrontatie op deselve."
NL-HaNA_1.04.02_8121_0010.xml,
NL-HaNA_1.04.02_8121_0011.xml,"0
Van Ternaten Den 14 Junij A„o 1751.—
Papieren,
Register der
als er ter ordre van den E: E: agtbaaren heer.
Jan Elias van Mijlendonk.
Gouverneur en directeur benevens den
Raad deser molucoos, P=r het schip
Rust en werk van hier over Macas„
„ser naar Batavia werden versonden,
geconsigneerd en beschreeven Aan zijn
Hoog Edelheijt, den Hoog Edelen welge„
„booren groot Agtbaaren Heere
Jacob Mossel. —
Gouverneur Generaal, benevens de wl Ede„
„Ee Heeren Raaden van Nederlands Jndia.
BB: Dit Register. —
N=o 1: Een origineele missive gesz: door den Gouverneur en Raad
na
in molucco, aan opgem: haar hoog Edelhe„
„dens de dato heeden—
„ 2: Copia aapport wegens de Gedaane Cruijstogt naar de Cust
Van magindanaur en de Caringanijse Eijlanden
„ 3. — Een Copia resol: genomen in rade van politie tot Ternaten
de dato 27: Aug„s Anno passato. —
„ 4. twee p=s ondtwerpen op de Ternaatsche Negotie boeken
487
dannis 1749, en 17 7/50.—
„ 5: —. „ „ Rapporten der gedane Confrontatie op deselve.
-
l"
NL-HaNA_1.04.02_8121_0012.xml,"N=o 6: Een Casje met beschreeven Negotie papieren van even gem:
48
Iaaren 17 7/49 en 17 25/50. —
„ 7: — _:o _:o beschreven Zoldij Papieren d'annis 17 7/50. —
„ 8: De Recuilles of positive ordres getrocken uijt de sucessive
door haar hoog Edelhedens na Ternaten en de
overige oostersche Gouvernement en afgesondene
brieven sed:t den Iaare 1739 tot 1749. in clusive
„ 9. Een Origineel Geteekent Rapport van den onderCoopman en
Cleen Cassier Ian Hendrik Borwater, en den
boekhouder en Eerstgesw: Clercq van politie
Bastiaan Ruijbroeck wegens 't Gedaan af„
„pakken van StoffGoud.
„ 10. Cognoissement factuur van 't gelaedene in brenger deses. —
„ 17. Enkost reek: van desen bodem
Teraten in 't Casteel Orange
Den 12„' Iunij Anno 1751 /:was getekent:/
I:s Thornton secretaris. —
Van Ternaten Den 12:' Iunij Anno 1751. —
Batavia
—."
NL-HaNA_1.04.02_8121_0013.xml,"Van Ternaten Den 14. Junij A=o 1751:
communicatije van den ont„
„fangst van haar hoog Edelh„s
g'honoreerde missive en
bijlaagen.
Batavia
Aan zijn Hoog Edelheijd, Den Hoog Edelen
Groot Agtbaaren Heere.
Jacob Mossel. —
Gouverneur Generaal, benevens De wel Edele
Heeren Raeden van Nederlands India.
Pr het Sschip
Rustenwerk
over
Macassar.
Hoog Edelen, Groot Agtbaaren,
Manhaften, wel wijse voorsienigen,
Discreten, en seer genereusen Heer Heeren. —
Het de aarive ter deeser Rheede van de scheepen
De Galathea en Rust- en =werk sub dato 12„' April, en p=mo
Meij deeses Jaars, sagen wij ons vereird, en geminieert, met Uw
Hoog Edele Groot Agtb: Gehonnoreerde origineele, en duplicaat
Missive van den 31. 7ber: Anno pass„o met de daar toe pertinee„ daar toe pertineerende
„rende bijlaegen, volgens 't dictame, van het daar nevens ge„
„voegde register, alle welke daar byj vervat sijnde hoog g'agte
ordre, en beveelen, wijde vrijheijt neemen uw Hog Edele Grot
Agtb:"
NL-HaNA_1.04.02_8121_0014.xml,"Van Ternaten Den 14: Junij 1757.
„gelijk zal werden g'observeerten
„nerale resoriptie tot het ver„
oor gratulatie aan den
nieuwen hoog Edelen heer
gouverneur generaal.
welkenrs Inhande Conamos Agtb: in alle eerbied te verseekeren, dat door ons met alle Indus„
„trie en oplettentheijt opgevolgt, en so veel mogelijk is, sullen
naargekomen werden, en't geene seedert de depeche van onse voor„
„jarige, submissie advijsen, in den geheelen omtrek deeser moluccos
surcheancx teffens der ge„ is gedaan, en verrigt, in de aanstaande maand Iulij, of Augustus,
vtoelk der naastescheepen naar ons gering vermogen, aan uw Hoog Edele Groot agtb: schuld„
„pligtig tragten te bedeelen, en verslag te Boen, terwijlen wij
brenger deses so spoedig als mogelijk is geweest, van sijne lading
hebbende doen ontlossen, ingevolge uw Hoog Edelheden s ordre
thans over Macassar afsenden, en bij die gelegentheijt ons de
Eer aanmatigen onsen nieuwen hoofd gebieder, den hoog Edelen groot
Agtbaaren Heere Iacob Mossel, met sijn Edelheids aangevaart
swaarwigtig Generaal bestier, van gantscher herten te congra„
„tuleeren, en toe te wenschen, dat God almagtig sijn hoog Edelheijds
Illustre persoon, met alle desiderable zegeningen Gelieft te be„
„genadigen, naar Piel en Lichaam, mitsgaders, dat alle sijn
hoog Edelheis raadslagen en onderneemingen, tot Glorie van des„
„selfs dierbaer persoon, en't beste der maat sohappij, Geluckig, en
voorspoedig mogen wesen.
Waar benevens wij niet konnen afsijn UW: Hoog Edele
Groot Agtb: te bedeelen, hoedanig de in A„o passato Gedecer„
„neerde Commissie naar de Cust, van
Magindanau, en de Paringanische Eijlanden,
Lot"
NL-HaNA_1.04.02_8121_0015.xml,"Van Ternaten Den 10:' Junij A:o 1737.
bedeeling van den slegten
uijt valder gedane togt
quantiteijt der aldaar in„
„getrocqueerde goederen.
tot onsuijterste latwesen tegens den Verwagting die uw hoog Edels
Groot Agtb: en wij daar van hebben gehad, is uijtgevallen, nademalen naar mangindanao. —
de naar derwaarts gesonden geweest sijnde gecommitteerdens
den ondercoopman Iohannes Pauwen, en den Schipper Van't
Iagt de Geertruijda Spephanus de Iager, Sub dato 11:
der J:o verweeken maand 8ber:, alhier wederom ter rheede sijn g'
arriveert, hebben wij uijt derselver ter onser Vergadering van den
5:' 9ber: daar aan ingedient, en ter resolutie van dien datum gin„
sereert rapport, gesien, dat sij lieden geduurende die voijagie geen
meerder Coopmanschappen voor de E: Comp„s hebben kunnen be„
„magtigen, dan
45: — ponden wax, voor so veele lb ijser, en
18: — _:o Caret of schildpads hoorn voor een stuck blaauw
Vlagge doek, mitsgaders dat gem: Commissianten contrarie de
aan hun meede gegevene ordres, maar een gedeelte van deese Cust
aangedaan, en haere Steeven naar de Eijlanden Hullok, en
Pagumna niet hebben gewent, onder allugatie, en Versekeringe
dat op de Geheels Cust van Mangindanauw, ende daar om herleg„
„gende Eijlanden gantsch geen voordeeligen handel voor de Comp„s te
drijven is, Ia desen Landaert in 't minste niet kan werden be„
„trouwt, maar men telkens wel op hoeden moet wesen om door
deselve niet verradelijk overvallen, en geplondert te werden,
waaromme wij ten dien dage hebben Goed gevonden en beslooten
gem: rapport ter veel g'eerde speculatie van uw hoog Edele groot
Agtb: over te senden, gelijk 't selve thans overgaat, en neemen"
