filename,text
NL-HaNA_1.04.02_8834_0001.xml,
NL-HaNA_1.04.02_8834_0002.xml,
NL-HaNA_1.04.02_8834_0003.xml,Crneen da
NL-HaNA_1.04.02_8834_0004.xml,
NL-HaNA_1.04.02_8834_0005.xml,"Register der brieven
A„o 1721
ontfangen den
21 janu: p. r 't schip boeken„
„roode van Ceijlon
Cruijs patchiallang
haringtuijn
folio s
register der papieren. . . . . . . . . . . - . - . . . - „ 1„
Originele missive vanden gouverneur gerrit westrenen
en raad tot Nagapatnam aen haar hoog Ed=lns tot
batavia ged. t den 31. ' 8ber 1720. . . . . . . . . . . . . . „ 6.
Copia missive van als vooren aen de hoog Ed=le Heere —
17 gesz: in dato als vooren nevens 't daat toe horen„
negen rendementen van vercogte Coopmanschappe tot na„
„gapatnam, Palliacatta, sadraspatnam, en porto-
novo inde maanden junij, julij, Aug, en 7ber 1722 - - „ 50.
Provisioneel b'antwoorden patriasen Eijsch voor A:o 1721. „ 64.
beantwoorden patriasen eijsch voor 't jaar 1720 annex twee
opstellen vand' ingesamelde, versonde en overgebleven
retouren &. a - - - - - - - - - - - - - - - - - - - - - - - . . „ 75.
drie nagapatnam se nunte bevindinge de datis 15 en 28 aug:
item 2 8ber 1720. . . . . . . . . . . . . . . . . . . . - „ 89.
den et quij„r de Register der papieren - - - - - - - - - - - - - - - - - - - - - - - - „ 131..
vand' fluijt de missive vandien gouverneur
Westrene en raad tot na„
„gapatnam, aan haar hoog Ed=lns tot batavia gedat den
3 Maij 1721 - - - - - - - - - - - - - - - - - - - - - - - - - „ 139„.
ad jdem register der masulipatnamse papieren - - - - - - - - - - - „ 97.
missive van 't opperhooft paulus verrijn en raad tot masu„
„de register - - - - - - - - - - - - - - - - - - - - - - - - - - - - - „ 45„
Cormandel
en voorname bijlagen als in desen
zijn jngeschreven en succes swelijk
ontfangen van
„ lipatn"
NL-HaNA_1.04.02_8834_0006.xml,"Folios
en dage als
vord onder conv„t
„lipatnam aen haar hoog Ed=les tot batavia gedat den
23 febr: 1721 - — - - - - - - - - - - - - - - - - - - - - - „ 99.
translaat tellingase brief door den nieuwen op siender
over 's Comp. s Logie in Golconda aen 't opperhooft
tot masulipatnam gesz. - - . - - - - - - - - „ 115.
twee gewisselde brieven tussen 't opperhooft verrijn en
den fausdaar Codjadje. . . . . . . . . . . - - - - - - „ 123.
persiaanse brief vanden fausdaar Codjadje aen sijn
Edelh. t den heere gouverneur Generaal gesz. „ 128.
Copia nagapatn resol„e van 15 janu: 1721 annex dieerse
Actens van 't Certificatie wegens de publijke voorstel„
„ling vanden heere gouvern. r generaal henrik —
Zwaardecroon - - - - - - - - - - - - - - - - - - - - - - - - - „ 212.
diverse Copia en extract brieven item 2 rapporten
concernerende d'aancomst en 't vertrek der schepen
magdalena en haringthuijn, en den swaren storm
door gem: schepen tot Porto noeq uitgestaan „ 249.
Copia Sadraspatnam brief naar nagapatn: gesz: sub dato
27 Maart 1721 Concernerende 't oost endis schip —
gen. t de stad oostende, annex een notitie van
sijne vervoerde Lijwaten van Cormandel - - - - „ 317.
Copia bris van sadraspatn: naar nagapatnam gesz:
in dato 5 april A. o 1721 meldende de geleden scha„
„de inden storm tussen den 29. ' en 30. Maart 1721 - - „ 324.
Copia vanden assaijeur fredrik Elliot annex een opstel
vertoonende hoe veel bij 't versmelten van een mark sijn
goud tot pagaden geprofiteert wert. . . . . . . . . . . . „ 329.
Extract masulipatnamse brief naar nagapatnam gesz: in
dato ult. o Maart 1721 Concernerende het gerelateerde
door een fransman en 't opperhooft verrijn. . . . . „ 334.
v"
NL-HaNA_1.04.02_8834_0007.xml,"folios
blijenburg
schip 't raadh s
een en dertig rendementen van vercogte Coopmanschap pe
tot nagapontn:, ma sulx„n palliacatta, Erdra spoatn:, bimilip=m
n
den 7 9b:r p=rt schip briefje van 't opperh:t Cornelis de munt en raad tot paliacatta
aen haar hoog Ed=len tot batavia gedateert den 5 7ber 1721 - - „ 382.
den9 9br p:r 't Register der papieren - - - - - - - - - - - - - - - - - - - - - - - - „ 386.
van vlistinge missive van meerm: gouvern:r en raad tot nagapatn: aan ols boven
gedat.:t den 6 7ber 1721 - . . - - . . . . . . . . . . . . . . . . . - „ 396.
gewisselde brieven tussen den deen sen gouvern:r tot tranquebare
en den gouverneur en raad tot nagapatnam vanden 26 maij
tot den 4 junij 1721. . . . . . . . . . . . . . . - - - - - - - „ 490.
Copia transl. t missive vanden moorsen gouvern. r en raad tot masu„
„lipatnam aen den heere gouverneur generaal henric
zwaardecroon concernerende sijn verongeluckt scheepje
en versoek om restitutie vande daer in geweest zijnde
goedren annex een translaat persiaanse opgave van
gem: goedren en hare waarden, item nog een Extract —
masulipatnamse missive van den 16 Maart 1719—
al mede die zaak betreffende - - - - - - - - - - - - - „ 491
Extract uijt de sadraspatn missive in dato 8 aug 1721 aen
die van nagapatn gesz: verselt van een translaat Ola
door 's Comp.:s Cooplieden aldaar, beijde aentonende d'onmo„
„gelijkh.:t om d' respective Eijsten te voldoen - - - - - - - - - „ 499.
Copia missive vand' bedient. s tot Sadra Sp. n aende ministers tot
nagapatn: gesz: sub dato 18 aug 1721 nopens d'armoedi„
„gen staad der inwoonders aldaar en de bedrijven—
der oostendenaars tot Covelang - - - - - - - . . . . . . . . . . „ 513.
twintig rendementen der omgesette Coopmansz: sedert
p=mo maart 1721 tot ult. o julij daar aen volgende. . . . „ 523.
en porto novo - - - - - - - - - - - - - - - - - - - - - - - - - - - „ 336. —
drie nagapatnamse munt bevindinge. - - - - - - - - - - - - - „ 549."
NL-HaNA_1.04.02_8834_0008.xml,"Folios
't schip voorburg
persiaanse briev vanden meermelden fau'sdaar Cadjadje
ibrahim aan sijn Edelh. t den heere gouvern„ generaal
Henrcic Zwaardecroon. . . . . . - - - - - - - „ 555 —
den 16 9ber p„r registeer der masulipatnamse papieren - - - - - - - „ 557-
missive van den oppercoopm paulus verrijn opperhooft
en den raad tot Masulip=m aan haar hoog Ed=s tot
batavia gedat. t 15 7ber 1721. - - - - - - - - - - - - - - „ 561.
vier gewisselde briefjes tussen als boven en den opsien
der van 's Comp. s Logie tot golconde ammarasingod „ 591.
translaat persiaanse missive van gem: opperhooft aen de
ma sulipata= fausdaar gesz. . . . . . . . . . . . . . . „ 603.
ses rendementen der omgesette Coopmansz op noorder
Cormandel ind' maanden junij, julij, en aug 1721 - - „ 605.
notitie vande masulipatn= aengecome particuliere
scheepen en vaartuijgen met specificatie hun
„ner Largas, sedert primo septb 1720 tot ultimo
aug 1721. . . . . . . - - - - - . . . . . . - - - - - - - - „ 611.
briefje van 't opperhooft ruis van doornik en den
raad tot Siilipatnam aen haar hoog Ed=ns
tot batavia, gedateert den 6 8ber 1721. . . . „ 619."
NL-HaNA_1.04.02_8834_0009.xml,"Van Cormandel den 31 october A„o 1720
Over Cheijlon
Register van sodanige
brieven, en papieren, als ophe„
„den door den Ed„len Heer—
Gerrit Westrenen gou„
„verneur, en directeur deser
Custen Chormandel
met den resorte van dien
nevens den raad uijt Naga„
„Patnam over Cheijlon
werden g'addresseert aen
den Hoog Edelen Heer
Henric Zwaarde Croon
Gouverneur: Generaal, ende
Edele Heeren Raden van
nederlants India tot
Batavia, namentlijk. —
N:o 1. Originele missive van en aen als in den hoofden
deses van hedigen datum
2 Copia briev van en aan als boven p„r 't schip
Bellevliet in dato 10:e 7ber: ges:
3 _„o missive thans aen de Ed:' Groot agtb:—
heeren bewinthebberen ter vergade„
„ring van XVI1 om p„r de retour„
„schepen van Cheijlon te werden
voort
J:
1"
NL-HaNA_1.04.02_8834_0010.xml,"Van Cormandel den 31 October a:o 1720.
voortgesonden annex 't register
der bijlagen
N„o 4. aparte briev van den Ed:e heer Gouverneur —
Gerrit westrenen, verschreven
aen zijn hoog Edelh„t den gouver„
„neur Generaal Henric
zwaarde Croon,
5. patriasen eijs van retouren uijt dit Gouver„
„nement voor het thansten eijnde
lopende jaar 1720. met de brant„
woordinge in margine gestelt
annex twee opstellen, vande in
gesamelde, versonde, en overgeslo„
„ven retouren tot aenwijsing der
geheele procura d'anno stantij
tegens die van het gepasseerde
Jaar,
6. provisioneelen b'antwoorden patriasen eijs voor
den Jaren 1721.
7. jndiase beantwoorden Eijs van Lijwaten van
dit ten eijnde lopende Jaar.
„
8. formeelen Eijs van zilver, goud, Coopmans: —
provisien, en andre behoeften Et. a
voor Cormandel en 't naastko„
„mende Jaar 1721.
9. negen stux rendementen van verkogte Coop„
man"
